"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2002","2002","USD","US Dollar","0","Units",,,656.392,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2003","2003","USD","US Dollar","0","Units",,,648.6,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2004","2004","USD","US Dollar","0","Units",,,672.672,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2005","2005","USD","US Dollar","0","Units",,,695.854,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2006","2006","USD","US Dollar","0","Units",,,784.447,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2007","2007","USD","US Dollar","0","Units",,,824.531,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2008","2008","USD","US Dollar","0","Units",,,876.745,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2009","2009","USD","US Dollar","0","Units",,,911.496,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2010","2010","USD","US Dollar","0","Units",,,960.326,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2011","2011","USD","US Dollar","0","Units",,,998.623,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2012","2012","USD","US Dollar","0","Units",,,1028.097,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2013","2013","USD","US Dollar","0","Units",,,1082.657,"B","Break"
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2014","2014","USD","US Dollar","0","Units",,,1093.645,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2015","2015","USD","US Dollar","0","Units",,,1093.641,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2016","2016","USD","US Dollar","0","Units",,,837.651,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2017","2017","USD","US Dollar","0","Units",,,846.147,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2018","2018","USD","US Dollar","0","Units",,,848.507,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2019","2019","USD","US Dollar","0","Units",,,849.037,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2020","2020","USD","US Dollar","0","Units",,,828.954,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2021","2021","USD","US Dollar","0","Units",,,927.661,,
"HF2HF3","Voluntary schemes/household out-of-pocket payments","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2022","2022","USD","US Dollar","0","Units",,,1006.327,"E","Estimated value"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1980","1980","PC","Percentage","0","Units",,,0.183,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1985","1985","PC","Percentage","0","Units",,,0.709,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1990","1990","PC","Percentage","0","Units",,,0.919,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1991","1991","PC","Percentage","0","Units",,,0.976,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1992","1992","PC","Percentage","0","Units",,,1.051,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1993","1993","PC","Percentage","0","Units",,,1.122,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1994","1994","PC","Percentage","0","Units",,,1.224,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1995","1995","PC","Percentage","0","Units",,,4.885,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1996","1996","PC","Percentage","0","Units",,,5.183,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1997","1997","PC","Percentage","0","Units",,,5.205,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1998","1998","PC","Percentage","0","Units",,,5.374,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","1999","1999","PC","Percentage","0","Units",,,5.412,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2000","2000","PC","Percentage","0","Units",,,5.51,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2001","2001","PC","Percentage","0","Units",,,5.592,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2002","2002","PC","Percentage","0","Units",,,5.936,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2003","2003","PC","Percentage","0","Units",,,4.758,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2004","2004","PC","Percentage","0","Units",,,4.963,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2005","2005","PC","Percentage","0","Units",,,5.253,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2006","2006","PC","Percentage","0","Units",,,6.105,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2007","2007","PC","Percentage","0","Units",,,6.393,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2008","2008","PC","Percentage","0","Units",,,6.825,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2009","2009","PC","Percentage","0","Units",,,7.334,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2010","2010","PC","Percentage","0","Units",,,7.662,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2011","2011","PC","Percentage","0","Units",,,7.56,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2012","2012","PC","Percentage","0","Units",,,7.72,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2013","2013","PC","Percentage","0","Units",,,7.465,"B","Break"
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2014","2014","PC","Percentage","0","Units",,,7.541,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2015","2015","PC","Percentage","0","Units",,,7.574,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2016","2016","PC","Percentage","0","Units",,,7.57,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2017","2017","PC","Percentage","0","Units",,,7.593,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2018","2018","PC","Percentage","0","Units",,,7.623,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2019","2019","PC","Percentage","0","Units",,,7.697,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2020","2020","PC","Percentage","0","Units",,,8.268,,
"HF1","Government/compulsory schemes","HCTOT","Current expenditure on health (all functions)","HP2","Residential long-term care facilities","PARCUR","Share of current expenditure on health","FRA","France","2021","2021","PC","Percentage","0","Units",,,7.991,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1970","1970","EUR","Euro","0","Units",,,45,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1975","1975","EUR","Euro","0","Units",,,108.177,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1980","1980","EUR","Euro","0","Units",,,250.413,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1985","1985","EUR","Euro","0","Units",,,432.309,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1990","1990","EUR","Euro","0","Units",,,571.263,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1991","1991","EUR","Euro","0","Units",,,592.659,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1992","1992","EUR","Euro","0","Units",,,626.375,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1993","1993","EUR","Euro","0","Units",,,656.104,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1994","1994","EUR","Euro","0","Units",,,674.06,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1995","1995","EUR","Euro","0","Units",,,680.155,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1996","1996","EUR","Euro","0","Units",,,690.592,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1997","1997","EUR","Euro","0","Units",,,692.969,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1998","1998","EUR","Euro","0","Units",,,700.955,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","1999","1999","EUR","Euro","0","Units",,,701.047,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2000","2000","EUR","Euro","0","Units",,,708.343,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2001","2001","EUR","Euro","0","Units",,,725.337,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2002","2002","EUR","Euro","0","Units",,,756.717,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2003","2003","EUR","Euro","0","Units",,,814.698,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2004","2004","EUR","Euro","0","Units",,,831.734,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2005","2005","EUR","Euro","0","Units",,,849.903,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2006","2006","EUR","Euro","0","Units",,,859.411,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2007","2007","EUR","Euro","0","Units",,,880.005,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2008","2008","EUR","Euro","0","Units",,,887.354,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2009","2009","EUR","Euro","0","Units",,,917.017,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2010","2010","EUR","Euro","0","Units",,,930.079,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2011","2011","EUR","Euro","0","Units",,,866.161,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2012","2012","EUR","Euro","0","Units",,,878.367,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2013","2013","EUR","Euro","0","Units",,,829.24,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2014","2014","EUR","Euro","0","Units",,,834.445,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2015","2015","EUR","Euro","0","Units",,,835.902,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2016","2016","EUR","Euro","0","Units",,,861.42,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2017","2017","EUR","Euro","0","Units",,,859.936,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2018","2018","EUR","Euro","0","Units",,,859.491,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2019","2019","EUR","Euro","0","Units",,,861.047,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2020","2020","EUR","Euro","0","Units",,,969.101,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","UNPPER","Per capita, current prices","FRA","France","2021","2021","EUR","Euro","0","Units",,,1001.782,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2003","2003","USD","US Dollar","0","Units",,,3.937,"B","Break"
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2004","2004","USD","US Dollar","0","Units",,,3.89,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2005","2005","USD","US Dollar","0","Units",,,5.361,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2006","2006","USD","US Dollar","0","Units",,,17.675,"B","Break"
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2007","2007","USD","US Dollar","0","Units",,,20.222,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2008","2008","USD","US Dollar","0","Units",,,21.089,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2009","2009","USD","US Dollar","0","Units",,,22.972,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2010","2010","USD","US Dollar","0","Units",,,14.886,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2011","2011","USD","US Dollar","0","Units",,,15.571,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2012","2012","USD","US Dollar","0","Units",,,16.487,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2013","2013","USD","US Dollar","0","Units",,,9.412,"B","Break"
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2014","2014","USD","US Dollar","0","Units",,,9.204,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2015","2015","USD","US Dollar","0","Units",,,9.369,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2016","2016","USD","US Dollar","0","Units",,,13.46,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2017","2017","USD","US Dollar","0","Units",,,15.34,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2018","2018","USD","US Dollar","0","Units",,,14.503,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2019","2019","USD","US Dollar","0","Units",,,13.995,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2020","2020","USD","US Dollar","0","Units",,,13.108,,
"HF3","Household out-of-pocket payments","HC4","Ancillary services (non-specified by function)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2021","2021","USD","US Dollar","0","Units",,,19.221,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2006","2006","PC","Percentage","0","Units",,,0.503,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2007","2007","PC","Percentage","0","Units",,,0.529,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2008","2008","PC","Percentage","0","Units",,,0.549,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2009","2009","PC","Percentage","0","Units",,,0.568,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2010","2010","PC","Percentage","0","Units",,,0.605,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2011","2011","PC","Percentage","0","Units",,,0.633,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2012","2012","PC","Percentage","0","Units",,,0.676,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2013","2013","PC","Percentage","0","Units",,,0.68,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2014","2014","PC","Percentage","0","Units",,,0.696,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2015","2015","PC","Percentage","0","Units",,,0.723,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2016","2016","PC","Percentage","0","Units",,,0.76,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2017","2017","PC","Percentage","0","Units",,,0.797,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2018","2018","PC","Percentage","0","Units",,,0.833,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2019","2019","PC","Percentage","0","Units",,,0.838,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2020","2020","PC","Percentage","0","Units",,,0.728,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","FRA","France","2021","2021","PC","Percentage","0","Units",,,0.818,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1970","1970","PC","Percentage","0","Units",,,0.073,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1975","1975","PC","Percentage","0","Units",,,0.084,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1980","1980","PC","Percentage","0","Units",,,0.097,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1985","1985","PC","Percentage","0","Units",,,0.119,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1990","1990","PC","Percentage","0","Units",,,0.134,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1991","1991","PC","Percentage","0","Units",,,0.135,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1992","1992","PC","Percentage","0","Units",,,0.136,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1993","1993","PC","Percentage","0","Units",,,0.144,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1994","1994","PC","Percentage","0","Units",,,0.151,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARPIB","Share of gross domestic product","FRA","France","1995","1995","PC","Percentage","0","Units",,,0.789,"B","Break"
